Contents,Label
@agnesfl1984 pues tuvo que ser al ponerme el pijama pq últimamente uso vestidos largos. tengo un ronchón considerable ,0
"hoy por fin no cene comida de la calle, hoy fuimos a walmart y comprams para que yo le hiciera de cenar, dsps de toda la semana cenar mal",0
@ivnlz el resto puedo dudar pero de ese grupo lo tengo claro ,0
@jordicanal64 pues si no fichan lo que sea además de un ridículo espantoso igual qsf nos deja plantados...esperemos que no   ,0
tan ridículo como que lleguéis a un movimiento que no es vuestro y tratéis de hacerlo todo a vuestro puñetero gusto ,0
oye @luciaskaa te pones a hablar con @josecs02 como en los viejos tiempos y no avisas  @juanalfonso251 @crisdazgar,0
"hay un niñ junto a mí jugando a preguntarse ¿eres o te haces?. saben que la respuesta correcta es soy. nada mal, nada mal.",0
"increíble pero cierto, hoy hay 2º vídeo en el 1º canal  poco a poco volvemos a la actividad, después de un descanso tengo muchas ganas ",0
@marinaliaison quería poner me tenéis quemadísima pero no cabe y salen los puntitos ,0
las mujeres son más pasionales,1
"@eldesmarque_vcf nunca había visto al valencia el último de la clasificación.  que pasa con el valencia, ya no ganamos.",0
"por que no hacen perfumes de ropa nueva? es el olor mas hermoso, consumista y de cierto modo capitalista del mundo",0
"@unculemadrid si al final acabamos hablando un rato, era muy simpática  @jovigobi",0
"esta bien tener hermanos, siempre y cuando uno de ellos no decida ser subnormal perdido ",0
"@tidxs_ 2. hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona! ",0
@diego_fdm @el_pais la noticia perfecta para #notasdelmisterio ,0
"@hawkersco @hawky_  #necesitoelviajeaandalucia bueno si un tal premio al mongol o algo así, pero eso era malo ",0
me gustaría arreglar tantas cosas pero no puedo arreglar ninguna y es muy frustrante ,0
que feo se siente o más bien que mal me siento al ver que se están robando un carro y el cabrón te ve cuando lo esta haciendo,0
@arivero la web que tenías para ver los pokemon que veian tus rastreadores ya no funciona? que llevo dos días entrando y ya no va ,0
"hoy pasé frente a una tienda y noté que ya no le quedaba casi nada de pan tía rosa, solo mantecadas de chocolate. son tan poco valoradas.",0
@minideeharry yo pensé que ya te habías olvidado de nuestra hermandad chingona lo que es tener vida social y olvidarse de uno,0
@omr_dh tranquilo omar yo te sigo ahora ,0
estoy contenta y cagadisima a la vez ,0
si un niño te trata mal es porque le gustas.,1
que triste de verdad @rayados @pueblafc @pumasmx @sancadilla,0
"@currina_ pues no, algunos lunes son maravillosos...por ejemplo el de hoy! hasta mañana! ",0
@carlotayoutube me acabo de poner mala y mañana es la quedada en málaga  ojalá recuperarme antes de la quedada,0
ya estuve sola antes y sé que todo estará bien.,0
"@shawnupdatessa esta no es, le tienes que dar a us store, solo se vende en us y canadá  por ahora claro.",0
los hombres deben comprarle todo a las mujeres.,1
@swaggerasdfgh si que podria pero me iria fatal en dos asignaturas que son griego y latin ya que en mi vida he dado eso ,0
"@carolinaftam jo,es que es mortal ",0
creo que alguien me ha bloqueado. es una sensación rara porque empezaba a tenerle cariño a esa persona y no lo entiendo. me siento mal ,1
"@cinemex ¡hola! oigan reponganos las entradas de ayer con unas nuevas, por lo ocurrido ayer en cinemex portal vallejo, por favor.",0
"@estarc62 no podía dormir y prendí la compu a las 4am y no sé como ngaos di con tu testimonio mariano, escuché la misma voz q tú,gracias",0
mi carro ya no suena feo wuuwu. juro que ya no le haré más daño hahaha,0
alguien quiere hablar conmigo por ft de audio ?? estoy en la escuela ya acabe todo y estoy muuuuuy aburrida,0
y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy scort  no cobro dos lochas ni doy culo gratis como muchos.,1
risitas estás ahí ??? ...bueno no importa sólo pasaba a desearte buenas noches @soyalannavarro ...descansa,1
30 años viviendo en #algeciras y cuando me vengo a vivir a #sevilla es cuando pasan las cosas divertidas como un #terremoto. ,0
[@hlahumberto pos' se ve mal se traba y está grabada del cine #shame.],0
"qué deprimente, mañana ya sepriembre. que se acaban las vacaciones!!",0
"#s900 uy! feliz primer lunes del 17! un gustazo escucharlos en querétaro frío, pero chido",0
el sueño mas hermoso que he tenido. #nomequeriadespertar,0
"cuanto más prima, más se arrima",1
"@pablocampos98 andas súper desaparecido de aquí pero se que te la estás pasando súper bonito en tu viaje, y eso me hace muy feliz",0
"un hastag por un buen motivo, dadle a tope venga  #demoslelavuelta",0
@lapollacaliente dos horitas más! aunque me levanté destemplado ,0
"@amuntvalencia_ no te preocupes, pero como hay tanta mala baba en twitter pensaba que había sido por eso ",0
"@filibrown jajajajajaja. de todos esos nomás rebozos merco, jajaja. mi troca es tailandesa no la han traído a silao uu",0
@szerenata toda la suerte del mundo en tu nuevo proyecto /espacio / hora . te quiero mucho amiga mía . #mty #orgullo,0
"#quenosepierdalacostumbre de querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida",0
muchas felicidades @humbertodiaz22 un abrazo con mis mejores deseos,0
@milfncokieslol @paloma_eb el sábado o el viernes podría a lo mejor  pero tengo que jugar durante la semana ,0
"buenos billete pa cuba comprado, ahora a hacer mas dieta porque se ha deretido la tarjeta ",0
le mande un mensaje a mi ibf por año nuevo y aun no me contesta jajaj,0
@alex_yazawa a mi me parece entretenida pero ojala oudiese acceder a las comunidades inglesas ,0
@jhosselinolan jajaja mismo edificio pero diferentes pasillos,0
"@yoohookane @stellone_cthun eres un sinvergüenza,hay ke dormir mas,yo he dormio 6 horas (porke no tengo legion hasta hoy) ",0
"@mrplayforlive para ser un filler tiene bastante chicha... xdd, si es muy bueno entra al olimpo con el duel, los 2 mejores filler ",0
"@jose97angel ay, ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro...   ",0
mi amigo me va a odiar por dejarlo plantado porque le dije que íbamos a ir a una peda y pues ya no me dieron chance,0
@gamerxtrax aun no  no tengo algunas legendarias aun ,0
@felipegne por??? hay bueno si un café! yo tmbn elegí que ya no salgo hoy! a que hora llegas?,0
"nuevamente fin de semana, cada vez más rápido, ya casi termina el año.!!! espero que dios le haya dado la mejor de las semana!!!",0
¿lo más gracioso? que si no defiendes/apoyas/eres activista del feminismo pues ya eres un machista opresor ,0
"lamento decirles que ya no soy calvo, mi calva perfecta se ve opacada por mi pelo ",0
"oie , adoro mi cuenta , llena de cosas bonitas ",0
los chicos deben tener muchas noviecitas.,1
hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias ,0
@elenacastillo08 yo tambien y me faltan 2 añales,0
top de cosas inútiles que guardo en mi memoria: - diálogos completos de shrek2 - dos canciones de selena gómez - su número de teléfono,0
me habría gustado hacer alguna de las de los targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y ,0
"@snipshit_ yo tengo un par, pero son sólo r ",0
"estoy tan sad pero tan sad de los conciertos anunciados a los cuales no iré y la pinche ruby con su guitarra, me deberían patrocinar a mi",0
"buenos días! si permites que tu corazón sea tu brújula, tu mente sea tu mapa y tu alma sea tu guía, entonces nunca te perderás... besitos",0
@michaelperrinow @dandastur la pena es que no incluya a modo de extra el original. con el de consola te lo regalaban con el preorder ,0
pintarse las uñas es de chicas.,1
primer logro del año cumplido. me agregaron al grupo de desayunos de mi trabajo #aquiestatugordobabymylove,0
por lo regular lo primero que digo al despertarme es perdón me quede dormida o ya se me hizo tarde,1
@cochy_tj llena de bendiciones jaja,1
@nuristill @martublackred pues si eso haré.. y lo sigo haciendo  ya que haga lo que quiera. no pasa nada.,0
"@ladelbosque29 acude al próximo llamado que hagamos aqui, muy sencillo. con guantes, zapato cerrado cómodo y si tienes una pick-up mejor!",0
@santizuza  vete buscandote un ayudante que sepa de medicina porque entre digard y riviere haras las cronicas desde la enfermeria ,0
"@attmxayuda hola buenos días ya envié por dm la información que me pidieron, gracias",0
"@lizheidern hace streams buenos, a veces está muy vacío su chat, pero se pone bueno el ambiente con @l337lag.",0
no puedo poner el insta histories ese raro  alguna ayuda?,0
¿porqué las personas no captan la mega no indirecta de enviar flores? mi escritorio se sigue viendo sin vida jajaja,0
@tartadedurazno es lo que tiene ser un cereal ,0
me  he acostumbrado tanto a ver vídeos de @wildhater  pelirojo que veo  los suyos antiguos  y es como ,0
"@ivonnems28 ¿crees? hahaha obvio si, todos toditos, de todas toditas las personas",0
"las rubias son tontas, los rubios son guapos.",1
los hombres son los que mantienen su hogar.,1
"@jjsanchezb tenemos la pre inauguración de la e de #barbie el viernes 6 de enero, y el sábado 7 de enero sería día normal",0
"como dice @quique_gonzalez , se escapa otro verano en un furgón blindado @salabbk #bilbao #quiquegonzález https://t.co/weaevyct2l",0
"@dianybony jajajaja claro que no amor!! te amo mucho, ya te estoy esperando en el aeropuerto!!!! ya sal, que te quiero veeeer!!",1
@soryrahe_ @tengo_mas_razon por favor xikos eso lo hablais en privado vale? ,0
"cuando dices vida yo estaré contigo, tomas de mi mano y por dentro lloro aunque sea mentira me haces sentir viva",0
"@lukasamico @frankpornolover jaja, no lo se pero como no vivo de eso, tengo el privilegio de decir lo que opinio  a ver si nos vemos !!!",1
@chelita19_esme hahaha te la curas? con el que sea lo chido es ir posiblemente contra tigres vaya sho :v,0
algunos están sad 24/7 otros están indignados 24/7 yo estoy cachondo 24/7,1
"@lour_14 @celopanyt ojalá, aunque la posibilidad es tan pequeña ",0
"@cocahdz_ ya se, pero no puedo evitarlo !!! en vdd que si haces eso, sería como mi mejor regalo #lavdd",0
@sr_zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente,0
"@iaz84 jajaja no ser maléfica, de verdad la comida esta muy mal y el servicio igual, con las ganas que tenia de un buen coctel y caldo",0
"@evilafm @riotsh4rin nuestro 24 horas solidario lo hacemos turnandonos para dormir, yo no apoyaría mucho algo tan poco salubre ",0
"@littlewhore666 casco viejo, al final de somera ",0
"samantha dice de broma que nací castigada,pero a mi me parece muy real",0
lo malo de ser flaco es que no puedo ir todos los días al gym.,0
@lonelysoad mientras que no te pillen la primera semana que es cuando tienes la nariz como un payaso ,0
@idolsftdjom @_jesus_om @danieloviedom obviamente tia jajajajaja q soy la mayor  osqqqqq pero venir ya ofu,0
"donde desde los #over25, parte como una de las aspirantes con grandes opciones de llegar a las galas... https://t.co/iukuowsle8",0
"@david_goen00 venga jimbre, lo que debes haver es hacerte cadista ",0
@ramms09 amigo como estas ? buenos días perdón ayer me fui a dormir,0
buenos días pipol ️ voy de camino al doctor que me cuesta respirar :c sí muero en el camino recuerdenme  ya no aguanto la gripa >,0
@diegoork ya urge nuestra pijamada,0
@ana_d_armas tú tan bella y con estilo como siempre! te mereces siempre lo mejor!! eres maravillosa!! besitos y feliz día! ,0
ser mamá es lo más lindo de ser mujer.,1
@soyalannavarro buenas noches risitas ...sueña bonito...!,0
"tengo mi lado lindo y mi lado culero, pero bien culero.",0
@marlentrevino aaaa jaja tons si a de estar buena. la de 24hrs. está pasada de lanza. saludos marlen y feliz año,0
#felizmiercoles mis chamacos queridos dios me los bendiga y me los llene de todo su amor los quiero besitos,0
he vuelto a escuchar orishas 5 años después y es maravilloso ,0
@barbadicto que feo tener que soportarlo por miedo a estar sólo,0
las mujeres deben cuidar a los hombres.,1
1477. no pero porque apenas hay confi ,0
que más quisiera estar allá y abrazarte! qué feo que el amor de mi vida se haya accidentado y yo por acá,0
"@tooruskywalker no había casi nadie hablando del tema  (y tampoco puedo encontrar el vídeo, sad)",0
"y me ha pasado con carlos, roberto, y una larga lista de amigos con los que la gente cree que me revuelco. pero no, porque soy una ñoña",0
"cuando la cago y mi no, novio esta enojado conmigo, se me hace un pinche nudo en la vagina",1
qué pobre soy no puedo ver los vma ,0
"@librosdemaria no sé si hubo más gente, pero ayer te tagueé yo  ayy, hannibal es que moooooola tanto!",0
wawwwww siempre encuentro la modelo perfecta amo mi pasion de diseñar #javiercarbajaldiseñador #cdmx #atelierjaviercarbajal,1
sí sentí feo cuando ví que se iba a ir a vivir a cdmx,0
"salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado  ",0
para que me robaran 4 millones de pesos como en la casa de andrés garcía me tendrían que robar la casa con todo y casa y ni así,0
@virsnroses cuando estén los 20 contactados y aprobados se publicará el listado en nuestra web ,0
"@aaron_np @ojerafarlopera_ @nerea_rmcf93 somos antifas y bebemos agua de pantanos que hizo franco.... que pena mira, me meo",1
"buenos días. lunes duro de vuelta al trabajo, al calor, al metro, a los madrugones y a la rutina #buenosdias",0
había un hombre en la calle. estornudó y yo desde la ventana le he dicho salud me miró mal y siguió caminando ,0
un saqueador más es denunciado en redes sociales... @ monumento a…,0
@manuelizquier14 en septiembre limitan el horario de toboganes pero las piscinas siguen abiertas hasta noviembre ,0
eso de salir a las 8 de la escuela no va a estar chido,0
@fershymp es un lamentable reflejo de la realidad y el nivel de educación que impera en méxico,0
como te tardas en contestar,1
"-el de los tacos me dijo:  y la güera, joven?  -le dije que ya eras piña de otro taco, que ya otra salsa te enchilaba la carne.",1
"@rafamartos_ @israelgv2 cari pero ha sido la parte dance, después vendrá la parte vocal ",0
tú que he ido a cenar a mar de cristal y me he inflado y me duele la barriga ,0
@anaamontull_ @irenecarro_8 @marilogarciaa6 con una pequeña donación hará felices a miles de chicas que no tienen  #asociacionmariloli,1
las niñas usan siempre vestidos.,1
cuando le he dicho a la bollo que estoy morena se ha reído en mi cara ,0
no soy capaz de dormir ,0
buenos días magaluf ! @bhmallorca #bhmallorca#magaluf #mallorca #island #summer2016… https://t.co/amanssdaxi,0
brillas y brillas tan lindo,0
@rafalasa @ruestern @eleder_ pero si los waitos ya estáis aislaos! ,0
"cuando me duermo muy tarde planeando proyectos que me apasionan, es un completo goce, inspiracion a la calma de la noche",0
"y sí, siempre he dicho que la navidad no se trata sólo de regalos, pero me siento mal porque no he donado regalos para los niños este año",0
@elblackcat eso es muy probable,0
es lo unico que me se de la cancion jajajaja que oso,0
hoy es el cumpleaños de lo más molón de la hoya ¡felicitad todos a la bonica y maja de @irleseva! ,0
siéntate como una señorita.,1
@miradadelaluna @finisimapersona lo vi antes y pensé que era brom si yo fuera mejicano lo construía delante de tejas  o más. saludos.,0
@mariobautistamb @mariobautista_ te amo un buen,0
extraño los tacos de el vaquero,0
@belunitaaa algúno subiria acongojado por los precipicios ,0
"al final la triatlón ha salido pero por pura tozudez ... 7:07 de esfuerzos, mi estado es de reventado para arriba ",0
"nunca vi a nadie gritar de terror ni saltar tanto en tan poco tiempo jajajajajajajajajajajajaja p no soy cruel, fue con cariño ",0
"@hecalledmeac lo sé, a pesar de saber que no debería simplemente enamorarme de una cara bonita como la tuya... soy muy superficial ",1
"no te puede gustar algo que no sabes hacer - mi pequeño primo julián, 7 años, sabe más de la vida que yo",0
"@la_sol_soleil hola sol, hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",0
me da miedo venir a esta clase de lugares no vaya a ser que me tope a algún conocido,0
"los niños son héroes, las niñas son princesas.",1
"soy a tus pies mariano rajoy brey @marianorajoy,en francia no hay otros partidarios que yo aunque no tengo mi tarjeta del pp  viva espana!",0
"si fuera bien idiota. ya hubiera comprado un alienware cn mi quincena al chaz chaz, pero se viene el isr...",0
@nmlss777 ojalá lo hubiera podido hacer negro ,0
"@vidal_guitar eso es lo angustiante nada de información segura, muchas gracias por responder",0
"estás haciendo muy feliz a todo mi tl,yo también quiero que me sigas  @blasauryn",0
pos yo tambien estoy triste ,0
"@r_falque bueno, a veces es lo único que tengo, y hay algunos que merecen la pena ",0
que no se pierda la costumbre de dar los buenos días contra la pared.,0
lo bueno de ser un sin amigos es que puedo llegar a la hora que quiera a los lugares que quiero visitar.,0
@carlosmoreno_ch claroooo o a varios solo que ya les vale ... psoe roto etc ,1
"parada obligada en pits y al banco.. rumbo a pueblo frío.. hay q ir por la patrona, se acabaron las vacaciones",0
¡haz en grande tus propósitos para este año! lar inmobiliaria les desea un feliz año 2017 #larinmobiliaria,0
"una vez mas... mi pensamiento invade mi sueño... se te extraña, ya quiero ser normal otra vez!!!",0
evan peters -casi siempre me equivoco y pongo evans peter -dejadme -es muy sdasldjalsk,0
@onesecondft5d ya está preparando cosillas nuevas jeje,0
tengo tantísimo sueño que cada vez que me levanto y ando me choco con la pared en serio me siento súper gilipollas ,0
he probado una nueva espuma para el pelo y sí que lo deja más rizado pero se queda como efecto gomina y no me gusta. ,0
"@elmundoes lógico, con experiencia internacional en paraisos fiscales ",0
"btw me voy despertando, hola",0
"@j_pietra me gustaria conoserte y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso",0
"@intrascendente jajaja ya es parte de ti y está bonito y está bien, hombre",0
"la única persona a la que le cuento mis cosas es un niño de 5 años, no me critica, solo me escucha y lo mejor es que entiende un poco",0
a veces siento que es mejor estar atrás de un escritorio que intentarle a la litigada,0
jamás he sido muy romántica... pero necesito tus abrazos y besos de práctica,0
"es que, quizá, el miedo al amor, nos hace estar con las personas incorrectas, pero seguros. esta noche me duermo con un sabor amargo.",0
@myendlesshazza a. que puto mal escribo b. me sigo surrando help 3. ha quedado raro el cómetelo ahí jajajaja,1
@landspecies y sentimos empatia hacia cualquier ser vivo sin distinción ,0
"21 medallas de oro de phelps, eso que?, la seleccion mexicana de fut ganaron 23 hace 4 años! ah queee??? nadamás vale por una? avisenme!",0
"úrgeme irme a vivir solo, donde el baño sea solo para mi y pueda cagar a la hora que se me hinche la pinche gana sin que esté ocupado",0
como cuando la persona siempre está cansada para todo menos para salir con alguien más.,0
"@pobrezacero @nuevatribuna @ruthtoledano @felipealcarazm @carlosbardem @carnecrudaradio @agarzon @cayo_lara vamos mal, no... peor ",0
"mi vida es un eterno dilema entre mejor me duermo y mañana termino e \'ingue su, me vo\'a desvelar hasta morir y lo acabo de una vez.",0
"me veis en persona, no me saludais y luego me hablais para decirme que me habeis visto ",0
@danielaggtz siempre te daré lo mejor de mi.,0
@michellecrecida y las galletas? buenos días michelle ,1
@albgard oh  ¿me estás llamando gordo? jajaja grazie ruliño  lo mismo puedo decir ,1
ya tengo mi principal propósito de este año,0
es bien raro no estar en la escuela a esta hora :c la neta sí extraño eso y apenas van dos días de clases jajajaja,0
acabo de ver una película extrañamente buena! un cadáver para sobrevivir véanla,0
@puunissher @kingkongjulen @xcoorsa @yuniiiiitoo @youtube oye corsa  que yo no he jugado contra puni en lan,0
"@fredo_gf hola, lamentamos leer esto  por favor, danos todos los detalles en cliente@hyundai.es y te atenderemos lo antes posible. salu2",0
"primer día de adaptación, superado! #esllaut  @avcanpastilla https://t.co/z2zbxcn6vv",0
"vamos @arvenlol, dales duro como tú sabes  #lolhonor2",0
como siempre mi tortilla triunfa mas que otros platos #playa… https://t.co/c60tc2teqv,0
@juliarguezzz7 yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja ,0
"eso si, soy una persona muy irónica y me gusta muchísimo el humor muy así ",0
vamos a enfrentarnos un poquito a fotos viejas ) apuf ,0
@charmimedicen a gente tonta es dificil acostumbrarse ,0
"@djrossana que tengan un lindo martes y que todos tus sueños se hagan realidad sé tu misma, no copies modas eres mi ejemplo a seguir",0
@vampyres_movie @butfilmfestival uno de nuestros festivales favoritos!! hemos ido dos veces ,0
durmiendo tan rico y sólo me hablan para chingar.... y dicen q yo soy el q tiene una vida de mierda y bla bla bla,0
estaba contando que mi mamá tiene como 9 grupos de wa y yo sólo tengo el de mi salón que está silenciado por un año,0
"@doctorgaona es intrigante la autoexploración de los estados de consciencia a través de un espejo, de la mano de un pionero como gaona ",0
@vinagreando tendremos que probarlos y de paso hacer alguna video receta chicos  @cocinadeenloqui,0
@nachomarchal y que lo digas. un día ves una meta inalcanzable y al poco estás luchando por la siguiente ,0
"@maciosare75 hi! muchisimo gusto, felices fiestas no les interesaría salir con una pareja de 26 y 28 años? somos de xalapa pero viajamos.",1
@hectorbrockwell excelente con de semana,0
@andreanavedo hola bella andrea!! qué tengas un maravilloso día!! besitos! ,0
filosófico: estoy hasta el pito d muchas cosas. creo q he alcanzado mi siguiente nivel d cinismo/valemadrismo. el año d mis 30 pinta bien,0
@eduardo_pers ps que las exterminen. por mi salud mental  (y pa que pueda dejar de hacer el ridículo por la calle jajajaj),1
"ya me cayó mal estar de vacaciones porqué me duermo muy tarde, cuando mi hora para dormir es a las 9 o 10",0
adiós a la nueva planta de #ford en #méxico,0
"@_nosoyartista @telcel @att pues si, yo creo, mi papá me dejo un equipo att y al igual lo uso mejor, porque ya estoy harta de esto.",0
para qué hablan de clandestino,0
@sandrarammos dio que dice po que me hable si yo soy un libro abierto me puede habla pa conocerme quien quiera ,0
@rulsoto @siempre889 mi caja registradora de barbie la disfrute al maximo ! y el que nunca llego fue el beatle rosa de barbie,0
fue mejor que algunas personas se fueran para conocer a otras,0
@loulogio_pi lo importante es que la serie pueda seguir. no importa si es otra partida mientras estéis los 2 y sea en el mismo punto ,0
@springsteen_81 en españa comemos (tragamos) de todo y con tod aquí esta trayectoria política parece normal. saludos ,0
ningún hombre sabio y discreto dice a la mujer un secreto,1
que triste que guadalajara está igual de contaminado que mty,0
"a las mujeres hay que escogerlas guapas y esbeltas, ellas se encargan solas de hacerse gordas y feas",1
@keirzar yo lo tengo facil  mi unicovy verdadero amor es pokemon ,0
"bestia pequeña y mujer grande, sacádmelas de delante",1
así nunca vas a conseguir marido,1
"es la crónica de un ciego y su mentira, que mil veces repetida se convertirá en verdad... #mn ",0
"días!!! si confías en tu mente, tendrás que tomar decisiones toda tu vida. si confías en tu corazón, será tu última decisión.. besitos",0
@feralcazar_ es grasioso porque en vez de aspirar a ser alcalde aspiras a concejal... ,0
tener las piernas llenas de picaduras de mosquitos que parecen heridas no me hace gracia. ,0
@ivangomezruiz @turismoasturias de allí volvemos después de una semana espectacular ,0
"que feo es encontrarte a tu súper crush de toda la vida, te sonrie y ni tiempo de agarrarte él corazón te da por que vienes con tu novio",0
@_raquel97_ ¡muchísimas gracias! ojalá te llegue prontito y lo disfrutes un montón ,0
@johanna_196 el sábado unas risas todos juntos... a por otro año más! ,0
"@celopanyt en el último vlog, al título le falta una e en la palabra entras supongo querías poner enteras ",0
rubén y mangel deberían hacer como en 2013 y mencionarse en twitter a cada rato. así nos harían felices  *no lo hacen*,0
#happyjungkookday #꾹이생일ㅊㅋ galleta bonita *.* feliz cumpleaños al mejor maknae del mundo ,0
"[@kresnik02 it's never too late, nunca lo tuve en 64, era muy pobre y la verdad ahorita no lo he buscado así que lo comprare digital]",0
"@plsnomoredrama @joseemiii @isameseguermtz @svvvdbxxy normal, con esa cara que tienes alexia ",1
"@mehdi_fcb10 he llorado, me había quedado a medias con el último capítulo de una serie y paaaaaaam qué sufrimiento en latino ",0
no hay nada como ver la semifinal masculina de la nucía open de pádel mientras hago 30 min de bici estática a tope ,0
"@debnamfabray si, la verdad si fue feo",0
"@a3noticias @tv3cat que despropósito, no invitar a @krls al g20 ¡¡ .. estoy indignado¡¡ tiene que ser 1 error¡¡ ",0
"@riley7097 en edad internacional 19, en edad coreana 20 ",1
@miraqbien podrías solidarizarte conmigo y no comer ninguno... ,0
@correosdemexico está atascado el palacio de los deseos @l_arellanon #ayñ #novanallegarlosreyes,0
"@juantaleb naaa que postales tan hermosas taleb! feliz año!!! te mando un abrazo, gracias por este año tan lindo, fue bonito conocerte",0
"ya no me burlare cuando les pasó algo a mis amigos, por qué luego me sucede algo parecido y ya no me es gracioso",0
"inteligente como papá, bonita como mamá",1
@juan_s_alba @luisitno buen día para el apertura 2017 que?,0
"yastas! aunque me anda fallando pero es buena idea, tu dirás! @rulitohd",0
"@axelmishael es una ciudad hermosa llena de cultura,con gente bella y comida deliciosa. muero por volver! disfrutá mucho",0
votado en este no en el otro ,0
"igual y estoy mal yo, pero con lo del tiburón que se mete a la jaula, ¿soy el único que le preocupa que se lastimó, se ve que se cortó!",0
"no puede ser que ya no me pueda ni eresar en esta red social por qué todo se lo rolan a mi mamá, créeme que no ayudas en nada",1
mamá quiero ir a pp hoy ya no seas así,1
que cansado me tenes albacete... que cansado!! sino vuelvo a rosario en verano........... ojo.,0
la verdad es que hoy tengo un buen día ,0
@escuarantula sigo siendo feo pero es que cuando me conociste no tenía el pelo rojo ,0
"@estherswaggy ¿haces también la misma carrera? jo, igual de una comunidad a otra cambian, be positive ",0
"@chocoloveac tenemos muchas ganas de verte!!! te extrañamos muchísimo, vuelve pronto porfavor!!!! te queremos mucho",0
"@viikarii relajate chica  el examene sta done, las notas no van a cambiar por mucho que tiembles asique no te rayes",1
"días!!! busca tu centro. enfócate. sé feliz. agradece. incluso en los momentos más desafiantes y dolorosos, la gratitud libera... besitos",0
"buenos días, esto va en serio....primer día de curro..... #felizmartes!! ",0
"aunque la fresa se vista de seda, peda se encuera. ahora un nene perdiendo la razón por repetir lo que le dicen.",0
"@diegopajaron @miguel_prat dicen que tira pa, san mateo ahora jaaja ",0
según yo sólo vería los capítulos que me hacían falta y ya vi la mitad de la serie hahaha,0
@pablogarabito tu muy bien ¡saludos! q bonito mi nombre al aire @planeta947 @alelaneta bonito día.,0
"mañana va a haber muchos niñitos con una primer patineta. si ven a uno, apoyen y ayudenlo. estará frente a ustedes un nuevo skateboard.",0
@_xoshiro ya no es por bonito o por feo sino porque es un animal con sentimientos tía es horrible ,0
"@relatosgregorio gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos ",0
"a mi mujer por su cumpleaños le compré un collar. ¿y tú a la tuya? yo nada, yo aún la dejo suelta",1
"@jonoro96 te mandaria a comprarte un burro, pero no creo que hayan tiendas abiertas ahora ",1
"@nereesantome nope, es respingona  de chiquitin el bullying con eso fue real.  para bonita ya estás tú nere ~",1
@celopanyt @roenlared estando tan cerca pero tan lejos a 45min de distancia siendo exactos. jajajaja,0
"jamás imaginé que estar incapacitada lo disfrutaría tanto, después de todo no me fue mal",0
@angela_m_a_ hombre me dices que se oía mal  yo soy defensora de amaiah a morir jajaj,0
"@bigzetayt @weastbrook que yo recuerde mourinho ganó una liga,el barça dos,los dos una copa del rey y el barça se llevó una champions ",0
@bernarios9 @gottabebravery_ yo ya estoy arruinada con tanto verano berni ,0
se acabo lo bueno no tardes en volver hasta el año que viene,0
cuando la tormenta eres tu mismo.,0
"buenos días!!! cuando la vida es dulce, da las gracias y sonríe. cuando no es así, da las gracias, crece y aprende... besitos",0
"chicxs nunca idealicéis demasiado a una persona, que luego os da mg en facebook y rompéis un espejo de la emoción ",0
"—¿que crees, amor? estaba platicando con una amiga y... — —¿ya te enojaste? pero si es buena onda. — —te amo, amor. —",1
"@erickct_ nosotros estábamos muy feliz mente cazando pokemon, siguiendo nuestra ruta y tuvimos un encuentro desafortunado",0
@monysito en la vida puede verseme una teta porque cuando me eche la foto no estaba desnuda ,1
"mi gata es tan desconciderada, pasa sus pequeños bigotes en mi cara para que despierte",0
@llillitto @carreracsic @trofeojose_cano @correporsiria @mediodemadrid @mitinatletismo @nortevssur1 gracias  me lo paso genial haciéndolo!,0
"@crystinahotwife @cydiosas se ve hermosa! me dan ganas de comerme todo eso y con este frío, de estar adentro",0
desde hace 20 minutos se escucha una alarma y me da mucho coraje porque eso significa que la persona sigue dormida y yo aquí con sueño,0
"casa donde gobierna la mujer, no suele ir bien",1
ya no logré mi propósito de ser más puntual. voy a tener que esperar hasta el 2018.,0
"@pilar_diz buenooo, claro que si y a @chefidiaz se le está pegando...pero es estupendo. scoop. no dejéis de verla. ",0
"@fidelzevi esta bien, no insistas",0
odio a la mujer docta. ojalá no entre a mi casa una mujer que sepa más de lo que debe saber (eurípides),1
"yo: estoy tan sola alguien: hola yo: fuchi, déjame en paz.",1
@sergiosmiles mirate d gray-man desde cero puta ,1
bueno bueno bueno voy a hacer el sprite del primer lider de gimnasio de mi fan made ,0
@hackandbeers muy buenas amigos!  como podemos contactar con ustedes?,0
@pattycavallone para los chicos es mil veces más fácil donar que para las chicas ,1
esos taquitos al pastor me están destrozando el estomago peor que tus engaños,0
